ID de la réponse;Date de soumission;Dernière page;Date de lancement;Date de la dernière action;Avez-vous été confronté, que ce soit en tant que victime ou témoin, à des contenus haineux ou injurieux sur internet ?;De quelle nature étaient-ils ?  [Raciste];De quelle nature étaient-ils ?  [Antisémite];De quelle nature étaient-ils ?  [Xénophobe];De quelle nature étaient-ils ?  [Sexiste];De quelle nature étaient-ils ?  [LGBTphobe];De quelle nature étaient-ils ?  [En raison de votre religion];De quelle nature étaient-ils ?  [En raison d'un handicap];De quelle nature étaient-ils ?  [Diffamatoire];De quelle nature étaient-ils ?  [Injurieux];De quelle nature étaient-ils ?  [Harcèlement];De quelle nature étaient-ils ?  [Menace];De quelle nature étaient-ils ?  [Autre];Les avez-vous signalés au site qui les hébergeait ?;Si oui, quelle suite a été donnée à votre signalement ?;Si oui, quelle suite a été donnée à votre signalement ? [Autre];Si non, pourquoi ? ;Les avez-vous signalés à la justice ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ? [Autre];Si non, pourquoi ? ;Connaissez-vous la plateforme PHAROS, qui permet de signaler à la police et à la gendarmerie certains contenus et comportements illégaux observés sur internet ?;Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par des dispositifs de signalement accessibles et simples d’usage];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la mise en place par les opérateurs numériques d’outils de détection automatique];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la suppression de l’anonymat sur internet];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Je ne sais pas];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Autre];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Personne, internet doit être un espace libre et non régulé];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Les opérateurs numériques eux-mêmes];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité indépendante (Défenseur des droits, CSA, HADOPI, ARCEP…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une administration nationale (ministère de l’Intérieur, de l’Économie…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité ou une administration européenne];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [L’autorité judiciaire];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Je ne sais pas];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Autre];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [L’interdiction temporaire d’accéder à internet ou à un ou plusieurs sites internet];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Autre];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [L’interdiction temporaire d’exercer leur activité];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Autre];Vous avez ? ;Vous êtes ...
41;18/04/2019 18:11;3;18/04/2019 18:08;18/04/2019 18:11;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Oui;Non;Non;Non;Non;Je ne pense pas qu'il soit particulièrement utile ou nécessaire d'identifier ces propos ou leurs auteurs si c'est la seule infraction à la loi qu'on leur reproche;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Aucune, cf réponses précédentes;Non;Non;Non;Non;Non;Aucune, cf réponses précédentes;Entre 25 et 39 ans;Un homme
42;18/04/2019 18:11;3;18/04/2019 18:08;18/04/2019 18:11;Oui, souvent;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;anti athéisme;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Non;Non;Non;Non;Non;les mêmes applicables que par le code pénal et loi 81 en fonction de l'infraction (injure, diffamation);Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
43;18/04/2019 18:14;3;18/04/2019 18:12;18/04/2019 18:14;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 18 et 24 ans;Un homme
44;18/04/2019 18:15;3;18/04/2019 18:13;18/04/2019 18:15;Oui, de temps en temps;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
45;;0;18/04/2019 18:20;18/04/2019 18:20;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
46;18/04/2019 18:33;3;18/04/2019 18:26;18/04/2019 18:33;Oui, souvent;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;Non;Non;;Non;Non;Non;Non;Non;Tout dépend de la gravité du contenu;Non;Oui;Non;Non;Non;;70 ans et plus;Une femme
47;18/04/2019 18:53;3;18/04/2019 18:31;18/04/2019 18:53;Oui, rarement;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;Les dispositifs de signalement sont suffisants pour les contenus injurieux. Pour les contenus haineux pouvant engendrer un problème de sécurité des personnes, en plus du signalement, des surveillances spécifiques sont justifiées et peuvent être mises en place. Les autres mesures proposées sont disproportionnées et nuisibles à la République Française.;Non;Non;Non;Non;Non;Non;Non;Internet est soumis à la loi et donc à l'autorité judiciare. En dehors de la portée de ce cadre, ni l'autorité judiciaire ni aucun autre organisme n'a et ne doit avoir pour mission la régulation d'internet. Le délit de diffamation existe, tout comme d'autres outils légaux. Pour des problématiques spécifiques, des campagnes de prévention offrent souvent les meilleurs résultats.;Non;Non;Non;Non;Non;En dehors des dispositions déjà prévues par la loi, aucune. Ces problèmes sont déjà présents en dehors d'internet et disposent des moyens de réponse appropriés, en dehors sans doute d'effectifs, de moyens et de formations supplémentaires aux forces de l'ordre.;Non;Non;Non;Non;Non;Les FAI font office d'intermédiaire et 2 mesures leur sont accessibles: Le DPI, liberticide et nuisible à la République Française et la suppression de contenu sur demande de l'autorité judiciaire. Si l'autorité judiciaire ne parvient pas à faire face aux besoins, augmentez ses moyens. Elle seule est garante de l'espace public qu'est internet.;Entre 25 et 39 ans;Un homme
48;18/04/2019 18:41;3;18/04/2019 18:31;18/04/2019 18:41;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Oui;Non;Non;Non;Non;L'identification de contenu haineux ou injurieux requiert une compréhension de l'humour, ce qui n'est pas à la portée de tous les humains et algorithmes;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Aucune sanction.  Le délit d'opinion est symptomatique de la dictature.;Non;Non;Non;Non;Non;Aucune sanction. Sanctionner les opérateurs numériques pour leurs contenus serait comme condamner une coutellerie pour les crimes perpétrés avec les couteaux qu'ils fabriquent.;Entre 25 et 39 ans;Un homme
49;18/04/2019 18:35;3;18/04/2019 18:33;18/04/2019 18:35;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Non;Oui;Non;;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
50;18/04/2019 18:44;3;18/04/2019 18:34;18/04/2019 18:44;Oui, de temps en temps;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Non;Non;comment identifier les contenus haineux ? question idiote, la liberté de parole est au prix de laisser les crétins dire des choses fausses.;Non;Non;Non;Non;Non;Non;Non;Pesonne, internet et la socité doivent être des espaces de parole libre, avec les mêmes limites : diffamation, etc;Non;Non;Non;Non;Non;Les mêmes que dans la vie réelle.;Non;Non;Non;Non;Non;les opérateurs numeriques ne sont pas de policiers, ils n'ont rien à voir dans le contrôle de la parole qui leur est confiée.;Entre 40 et 59 ans;Un homme
51;18/04/2019 18:56;3;18/04/2019 18:47;18/04/2019 18:56;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;antimaçonne;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
52;18/04/2019 19:01;3;18/04/2019 18:59;18/04/2019 19:01;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Non;Oui;Non;Non;;Non;Non;Oui;Non;Oui;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Un homme
53;18/04/2019 19:06;3;18/04/2019 19:03;18/04/2019 19:06;Oui, de temps en temps;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
55;18/04/2019 19:23;3;18/04/2019 19:21;18/04/2019 19:23;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
56;18/04/2019 19:31;3;18/04/2019 19:28;18/04/2019 19:31;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;;Oui;Retrait du contenu;;;Non;;;Vous ne le souhaitiez pas;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
57;18/04/2019 19:34;3;18/04/2019 19:30;18/04/2019 19:34;Oui, de temps en temps;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Oui;;Entre 25 et 39 ans;Un homme
58;;0;18/04/2019 19:37;18/04/2019 19:37;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
59;18/04/2019 19:41;3;18/04/2019 19:38;18/04/2019 19:41;Oui, souvent;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;;Oui;Je ne sais pas;;;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Non;Non;Non;Surtout pas de détection automatique, trop suspectible à faux positifs. Il faut condamner les coupables uniquement;Oui;Non;Oui;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Aucune.;Entre 12 et 17 ans;Un homme
61;18/04/2019 19:57;3;18/04/2019 19:51;18/04/2019 19:57;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Non;Non;Non;Non;Non;je ne le souhaite pas;Non;Non;Non;Non;Non;Non;Non;persone. mais c'est super gentil de vous proposer...;Non;Non;Non;Non;Non;rien;Non;Non;Non;Non;Non;laissez les libres de nous laisser libre. d'avance merci, et gros bisous;Entre 25 et 39 ans;Un homme
62;18/04/2019 20:05;3;18/04/2019 20:03;18/04/2019 20:05;Oui, souvent;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 60 et 69 ans;Une femme
63;18/04/2019 20:11;3;18/04/2019 20:06;18/04/2019 20:11;Oui, souvent;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Name & Shame;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
64;18/04/2019 20:18;3;18/04/2019 20:15;18/04/2019 20:18;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Oui;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
65;18/04/2019 20:35;3;18/04/2019 20:21;18/04/2019 20:35;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 12 et 17 ans;Une femme
66;18/04/2019 20:37;3;18/04/2019 20:26;18/04/2019 20:37;Oui, de temps en temps;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Non;Non;il faut des outils de détection, mais de contenu haineux et non pas de mots;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 12 et 17 ans;Une femme
67;18/04/2019 20:47;3;18/04/2019 20:45;18/04/2019 20:47;Oui, rarement;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Oui;Non;Non;Non;Non;Il faut laisser les gens se défouler;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Aucune, cessez de tout vouloir règlementer;Non;Non;Non;Non;Non;Aucune, cessez de tout vouloir règlementer;Entre 40 et 59 ans;Un homme
68;18/04/2019 21:01;3;18/04/2019 20:54;18/04/2019 21:01;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;;Oui;Autre;Retrait de conteu quand justifié / Non retrait quand injudtifié - liberté d'expression;;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;Les hébergeurs - si justifié et en considération de leur moyen techniques et humains;Oui;Non;Non;Non;Non;Limitation d'affichage / pastille prévenant que le compte d'une personne relais du contenu haineux;Non;Non;Non;Non;Non;Ce ne sont pas les hébergeurs qui doivent être sanctionnés, mais les contrevenants;Entre 25 et 39 ans;Un homme
69;18/04/2019 21:03;3;18/04/2019 20:58;18/04/2019 21:03;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas que cela était possible;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Non;Oui;Oui;Non;;Entre 40 et 59 ans;Un homme
70;18/04/2019 21:19;3;18/04/2019 21:17;18/04/2019 21:19;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous ne saviez pas que cela était possible;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Oui;;Oui;Non;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
71;;0;18/04/2019 21:20;18/04/2019 21:20;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
72;18/04/2019 21:37;3;18/04/2019 21:34;18/04/2019 21:37;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Non;Non;Non;Non;Non;Oui;Non;;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Un homme
73;18/04/2019 21:40;3;18/04/2019 21:37;18/04/2019 21:40;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Retrait du contenu;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
74;18/04/2019 21:42;3;18/04/2019 21:39;18/04/2019 21:42;Oui, souvent;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;;Oui;Autre;Réaction rare;;Oui;Autre;En cours.;;Oui;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Non;Non;Non;Non;Non;Toutes ces sanctions, selon la gravité.;Non;Oui;Oui;Non;Non;;Entre 40 et 59 ans;Un homme
75;18/04/2019 21:57;3;18/04/2019 21:51;18/04/2019 21:57;Oui, rarement;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Oui;Je ne sais pas;;;Oui;Je ne sais pas;;;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Oui;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Ne devraient pas être impliqués;Entre 25 et 39 ans;Je ne souhaite pas répondre
76;;1;18/04/2019 22:08;18/04/2019 22:09;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
77;18/04/2019 22:17;3;18/04/2019 22:14;18/04/2019 22:17;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Oui;Non;;Non;Non;Non;Non;Non;Les mêmes peines pour un tel comportement hors internet;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Un homme
78;18/04/2019 22:19;3;18/04/2019 22:17;18/04/2019 22:19;Oui, rarement;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Bannissement du site concerné;Non;Non;Non;Non;Non;Aucune;Entre 18 et 24 ans;Un homme
79;18/04/2019 22:36;3;18/04/2019 22:33;18/04/2019 22:36;Oui, rarement;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Non;Non;Non;;Non;Non;Non;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;;Entre 25 et 39 ans;Un homme
80;;0;18/04/2019 22:34;18/04/2019 22:34;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
81;18/04/2019 22:56;3;18/04/2019 22:54;18/04/2019 22:56;Oui, rarement;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Oui;Non;Non;;Entre 18 et 24 ans;Un homme
82;18/04/2019 22:56;3;18/04/2019 22:55;18/04/2019 22:56;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
83;18/04/2019 23:29;3;18/04/2019 23:26;18/04/2019 23:29;Oui, souvent;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Oui;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Oui;Non;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
84;18/04/2019 23:31;3;18/04/2019 23:29;18/04/2019 23:31;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;;Non;;;Vous pensez que cela est inutile;Oui;Non;;;Non;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
85;18/04/2019 23:50;3;18/04/2019 23:45;18/04/2019 23:50;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;;Oui;Retrait du contenu;;;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Non;Non;Oui;;Entre 25 et 39 ans;Une femme
86;18/04/2019 23:57;3;18/04/2019 23:54;18/04/2019 23:57;Oui, rarement;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Oui;Non;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
87;19/04/2019 00:23;3;19/04/2019 00:21;19/04/2019 00:23;Oui, de temps en temps;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;;Entre 40 et 59 ans;Un homme
88;19/04/2019 00:35;3;19/04/2019 00:30;19/04/2019 00:35;Oui, de temps en temps;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Non;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
89;19/04/2019 00:38;3;19/04/2019 00:35;19/04/2019 00:38;Oui, de temps en temps;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Oui;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Une femme
90;19/04/2019 00:55;3;19/04/2019 00:42;19/04/2019 00:55;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Non;Non;Non;Non;Par l'authentification (via carte d'identité) de chaque profil inscrit sur la plateforme en question;Oui;Non;Non;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
